track_name,artist_name,bpm,energy,danceability,valence,acousticness,instrumentalness,liveness,speechiness,loudness,is_hit
Forro Song 1,Artist 1,146.59987639210755,0.8366126848580502,0.7646536236649341,0.7642824290986816,0.5432887255572378,0.06519612595026,0.1448538618921119,0.1154615065617043,-5.763083539544106,1
Forro Song 2,Artist 2,146.24410287668036,0.7684785973439734,0.7884988679965397,0.8634194761201951,0.4712243122028225,0.0568308603335471,0.1187349535656185,0.074125896367132,-5.529732207518995,1
Forro Song 3,Artist 3,145.55242785187238,0.784209485751728,0.7461449145292948,0.8170575987408323,0.4638345399665009,0.0794811303541648,0.2005274186210384,0.099228466155163,-5.586408375481988,1
Forro Song 4,Artist 4,142.96797366409226,0.8232735171952595,0.7018492186966937,0.8488590000406537,0.4520990032235011,0.0177110679407048,0.2880917168705829,0.1444714292403104,-6.068635908548908,1
Forro Song 5,Artist 5,148.8826860733707,0.8607000247046046,0.7736618812286773,0.7963585543671564,0.4076603140965797,0.0851136671516857,0.1633844010312555,0.0503391296023311,-6.757423612342932,1
Forro Song 6,Artist 6,153.55054620181977,0.8296239435775548,0.7815037469300504,0.8881468736151614,0.4615476861472566,0.0990053850104263,0.1280168030473048,0.0921995582836484,-6.404468445695181,1
Forro Song 7,Artist 7,151.7889368017414,0.8530392263184117,0.8041525621587639,0.8526901026017452,0.3811165316021454,0.0809361155478513,0.2620226789358361,0.1340486782296124,-6.468912519957561,1
Forro Song 8,Artist 8,150.11965907232917,0.8685956994406197,0.8218678164166764,0.8003653186370316,0.5165440663986043,0.0795792669436101,0.2780010683635132,0.0705594188221842,-5.505898694747944,1
Forro Song 9,Artist 9,146.13587392731213,0.8131590696629996,0.7257318226085449,0.8040937069693161,0.5657329283336754,0.0286541252128284,0.2181666521138021,0.0336600299926859,-6.933632596295874,1
Forro Song 10,Artist 10,145.5343986318539,0.8082591376302632,0.828019007056644,0.8064275500035541,0.4774788172531333,0.0085347464993768,0.1103363442337215,0.0937625557881777,-6.63543590343802,1
Forro Song 11,Artist 11,151.62540486440426,0.7462009310487445,0.808263933605863,0.9806816635700276,0.4130402786409562,0.0795186194768703,0.1541664502524148,0.0826765704846763,-9.093391743528787,0
Forro Song 12,Artist 12,133.13825525369063,0.3177455203908202,0.9738538902745476,0.8687840964097646,0.5567793648749584,0.0173294320070845,0.1312874085342172,0.0600291477797514,-8.319423500271572,0
Forro Song 13,Artist 13,151.96906658824483,0.8002171458900436,0.7621381637024118,0.4239471175567543,0.7638922245305553,0.05543540525114,0.2223441492468704,0.0803520074913347,-5.358927749738084,0
Forro Song 14,Artist 14,139.9092395800463,0.5491808750558831,0.8304922773250583,0.2115147909038047,0.0928581124055329,0.004072880231897,0.2710921168022014,0.1144389431256028,-11.585976221804223,0
Forro Song 15,Artist 15,148.966953163493,0.368483912455701,0.6441311125817826,0.5787774166244526,0.1385614959280121,0.0398504734397373,0.2231700196104433,0.1062112381041172,-8.095335156858242,0
Forro Song 16,Artist 16,131.8121603908818,0.5622288302385299,0.7381019409999654,0.6025090068640702,0.6851918729506579,0.0162934427081429,0.1141137494800859,0.1070903133847578,-6.071757315429495,0
Forro Song 17,Artist 17,131.06045242166488,0.7100429068914242,0.9581611689974704,0.6603793423007032,0.3105359409652175,0.0458252890491516,0.2091233578631869,0.142975777053183,-6.210406034018821,0
Forro Song 18,Artist 18,145.44410551203097,0.9728333946767398,0.9337454493692444,0.3566329078314372,0.0554890407001323,0.0018221825651549,0.1188885921511856,0.1119608128099628,-11.09299798760316,0
